Pred,Seed_A,Seed_B,Average_Score_A,Average_FGM_A,Average_FGA_A,Average_FGM3_A,Average_FGA3_A,Average_FTM_A,Average_FTA_A,Average_OR_A,Average_DR_A,Average_Ast_A,Average_TO_A,Average_Stl_A,Average_Blk_A,Average_PF_A,Average_Wins_A,Average_WinsHome_A,Average_WinsAway_A,Average_WinsOT_A,Average_Point diff_A,Average_Point diff win_A,Average_Point diff loss_A,Average_Losses_A,Average_LossesHome_A,Average_LossesAway_A,Average_LossesOT_A,Average_Score_B,Average_FGM_B,Average_FGA_B,Average_FGM3_B,Average_FGA3_B,Average_FTM_B,Average_FTA_B,Average_OR_B,Average_DR_B,Average_Ast_B,Average_TO_B,Average_Stl_B,Average_Blk_B,Average_PF_B,Average_Wins_B,Average_WinsHome_B,Average_WinsAway_B,Average_WinsOT_B,Average_Point diff_B,Average_Point diff win_B,Average_Point diff loss_B,Average_Losses_B,Average_LossesHome_B,Average_LossesAway_B,Average_LossesOT_B,538rating_A,538rating_B,Total_Score_A,Total_FGM_A,Total_FGA_A,Total_FGM3_A,Total_FGA3_A,Total_FTM_A,Total_FTA_A,Total_OR_A,Total_DR_A,Total_Ast_A,Total_TO_A,Total_Stl_A,Total_Blk_A,Total_PF_A,Total_Game played_A,Total_Game Home_A,Total_Game Away_A,Total_Game OT_A,Total_Wins_A,Total_WinsHome_A,Total_WinsAway_A,Total_WinsOT_A,Total_Point diff_A,Total_Point diff win_A,Total_Point diff loss_A,Total_Losses_A,Total_LossesHome_A,Total_LossesAway_A,Total_LossesOT_A,Total_Score_B,Total_FGM_B,Total_FGA_B,Total_FGM3_B,Total_FGA3_B,Total_FTM_B,Total_FTA_B,Total_OR_B,Total_DR_B,Total_Ast_B,Total_TO_B,Total_Stl_B,Total_Blk_B,Total_PF_B,Total_Game played_B,Total_Game Home_B,Total_Game Away_B,Total_Game OT_B,Total_Wins_B,Total_WinsHome_B,Total_WinsAway_B,Total_WinsOT_B,Total_Point diff_B,Total_Point diff win_B,Total_Point diff loss_B,Total_Losses_B,Total_LossesHome_B,Total_LossesAway_B,Total_LossesOT_B,Total_FGA3_AmenoB,Average_LossesHome_AmenoB,Total_LossesAway_AmenoB,Average_WinsOT_AmenoB,Average_WinsAway_AmenoB,Total_Point diff win_AmenoB,Average_Point diff win_AmenoB,Average_FGA_AmenoB,Total_Score_AmenoB,Total_Game played_AmenoB,Total_Wins_AmenoB,Total_Blk_AmenoB,Average_FTA_AmenoB,Average_OR_AmenoB,Total_FGM3_AmenoB,Seed_AmenoB,Total_TO_AmenoB,Average_FTM_AmenoB,Average_Point diff_AmenoB,Average_LossesOT_AmenoB,Average_PF_AmenoB,Total_OR_AmenoB,Total_Ast_AmenoB,Total_Game Away_AmenoB,Total_LossesOT_AmenoB,Average_FGM3_AmenoB,Average_FGA3_AmenoB,Total_FTM_AmenoB,Average_Score_AmenoB,Average_DR_AmenoB,Average_Wins_AmenoB,Average_TO_AmenoB,Average_Stl_AmenoB,Total_Game OT_AmenoB,Total_FGA_AmenoB,Average_Point diff loss_AmenoB,Total_WinsHome_AmenoB,Total_WinsAway_AmenoB,Total_WinsOT_AmenoB,Average_LossesAway_AmenoB,Total_LossesHome_AmenoB,Total_DR_AmenoB,Average_Losses_AmenoB,Average_Ast_AmenoB,Total_FTA_AmenoB,Total_Losses_AmenoB,Average_WinsHome_AmenoB,Total_Stl_AmenoB,Total_Point diff_AmenoB,Total_FGM_AmenoB,Total_PF_AmenoB,538rating_AmenoB,Average_Blk_AmenoB,Total_Point diff loss_AmenoB,Total_Game Home_AmenoB,Average_FGM_AmenoB,Season
0,12,1,68.18181818,24.06060606,62.48484848,6.727272727,22.42424242,13.33333333,18.33333333,14,25.54545455,16.03030303,14.72727273,11.21212121,4.96969697,20.15151515,0.818181818,0.875,0.764705882,0,23.15151515,13.54545455,-1.96969697,0.181818182,0.125,0.235294118,0,76.22580645,27.58064516,58.64516129,5.129032258,15.38709677,15.93548387,22.61290323,12.58064516,26.83870968,15.19354839,12.83870968,8.580645161,5.774193548,15.51612903,0.870967742,0.941176471,0.785714286,0,38.51612903,20.09677419,-0.838709677,0.129032258,0.058823529,0.214285714,0,77.11,100.32,2250,794,2062,222,740,440,605,462,843,529,486,370,164,665,33,16,17,0,27,14,13,0,764,447,-65,6,2,4,0,2363,855,1818,159,477,494,701,390,832,471,398,266,179,481,31,17,14,0,27,16,11,0,1194,623,-26,4,1,3,0,263,0.066176471,1,0,-0.021008403,-176,-6.551319648,3.839687195,-113,2,0,-15,-4.279569892,1.419354839,63,11,88,-2.602150538,-15.36461388,0,4.635386119,72,58,3,0,1.598240469,7.03714565,-54,-8.04398827,-1.293255132,-0.052785924,1.88856305,2.631476051,0,244,-1.130987292,-2,2,0,0.021008403,1,11,0.052785924,0.836754643,-96,2,-0.066176471,104,-430,-61,184,-23.21,-0.804496579,-39,-1,-3.520039101,2017
0,1,2,88.63636364,33.75757576,68.39393939,5.575757576,13.72727273,15.54545455,22.93939394,17.72727273,33.81818182,21.63636364,13.33333333,6.787878788,8,15.87878788,0.909090909,0.894736842,0.928571429,0,65.15151515,33.42424242,-0.848484848,0.090909091,0.105263158,0.071428571,0,74.81818182,27.42424242,60.81818182,5.212121212,15.15151515,14.75757576,20.51515152,14.45454545,22.6969697,14.78787879,13.09090909,8.606060606,3.848484848,19,0.878787879,0.923076923,0.85,0.5,38.90909091,20.48484848,-1.03030303,0.121212121,0.076923077,0.15,0.5,104.45,94.69,2925,1114,2257,184,453,513,757,585,1116,714,440,224,264,524,33,19,14,0,30,17,13,0,2150,1103,-28,3,2,1,0,2469,905,2007,172,500,487,677,477,749,488,432,284,127,627,33,13,20,2,29,12,17,1,1284,676,-34,4,1,3,1,-47,0.028340081,-2,-0.5,0.078571429,427,12.93939394,7.575757576,456,0,1,137,2.424242424,3.272727273,12,-1,8,0.787878788,26.24242424,-0.5,-3.121212121,108,226,-6,-1,0.363636364,-1.424242424,26,13.81818182,11.12121212,0.03030303,0.242424242,-1.818181818,-2,250,0.181818182,5,-4,-1,-0.078571429,1,367,-0.03030303,6.848484848,80,-1,-0.028340081,-60,866,209,-103,9.76,4.151515152,6,6,6.333333333,2017
0,1,2,79.45454545,30.75757576,62.18181818,5.727272727,14.54545455,12.21212121,17.15151515,12.36363636,26.66666667,18.90909091,13,9.181818182,4.454545455,15.54545455,0.909090909,0.944444444,0.866666667,0,36.42424242,18.84848485,-0.636363636,0.090909091,0.055555556,0.133333333,0,72.06060606,26.81818182,59.90909091,5.96969697,16.96969697,12.45454545,18.12121212,13.51515152,27.96969697,14.93939394,13.81818182,7.242424242,5.515151515,14.33333333,0.848484848,0.823529412,0.875,0,33.15151515,17.42424242,-0.848484848,0.151515152,0.176470588,0.125,1,101.2,95.07,2622,1015,2052,189,480,403,566,408,880,624,429,303,147,513,33,18,15,0,30,17,13,0,1202,622,-21,3,1,2,0,2378,885,1977,197,560,411,598,446,923,493,456,239,182,473,33,17,16,1,28,14,14,0,1094,575,-28,5,3,2,1,-80,-0.120915033,0,0,-0.008333333,47,1.424242424,2.272727273,244,0,2,-35,-0.96969697,-1.151515152,-8,-1,-27,-0.242424242,3.272727273,-1,1.212121212,-38,131,-1,-1,-0.242424242,-2.424242424,-8,7.393939394,-1.303030303,0.060606061,-0.818181818,1.939393939,-1,75,0.212121212,3,-1,0,0.008333333,-2,-43,-0.060606061,3.96969697,-32,-2,0.120915033,64,108,130,40,6.13,-1.060606061,7,1,3.939393939,2017
1,1,10,86.625,32.75,62.71875,7.9375,20.09375,13.1875,16.75,11.75,27.5,23.34375,12.125,10.25,4.9375,12,1,1,1,0,65.625,32.8125,0,0,0,0,0,71.15151515,27.03030303,60.03030303,6.090909091,15.36363636,11,15.12121212,12,25.78787879,16.63636364,13.96969697,7.03030303,2.878787879,16.75757576,0.606060606,0.647058824,0.5625,0,12.3030303,10.84848485,-4.696969697,0.393939394,0.352941176,0.4375,0,111.43,83.06,2772,1048,2007,254,643,422,536,376,880,747,388,328,158,384,32,16,16,0,32,16,16,0,2100,1050,0,0,0,0,0,2348,892,1981,201,507,363,499,396,851,549,461,232,95,553,33,17,16,0,20,11,9,0,406,358,-155,13,6,7,0,136,-0.352941176,-7,0,0.4375,692,21.96401515,2.68844697,424,-1,12,63,1.628787879,-0.25,53,-9,-73,2.1875,53.3219697,0,-4.757575758,-20,198,0,0,1.846590909,4.730113636,59,15.47348485,1.712121212,0.393939394,-1.84469697,3.21969697,0,26,4.696969697,5,7,0,-0.4375,-6,29,-0.393939394,6.707386364,37,-13,0.352941176,96,1694,156,-169,28.37,2.058712121,155,-1,5.71969697,2017
0,3,1,79.67741935,29.67741935,63.93548387,5.451612903,15.12903226,14.87096774,20.96774194,15.35483871,25.06451613,15.74193548,14.38709677,10.06451613,3.903225806,17.41935484,0.806451613,0.764705882,0.857142857,0,43.61290323,23.22580645,-1.419354839,0.193548387,0.235294118,0.142857143,1,76.22580645,27.58064516,58.64516129,5.129032258,15.38709677,15.93548387,22.61290323,12.58064516,26.83870968,15.19354839,12.83870968,8.580645161,5.774193548,15.51612903,0.870967742,0.941176471,0.785714286,0,38.51612903,20.09677419,-0.838709677,0.129032258,0.058823529,0.214285714,0,94.36,100.32,2470,920,1982,169,469,461,650,476,777,488,446,312,121,540,31,17,14,1,25,13,12,0,1352,720,-44,6,4,2,1,2363,855,1818,159,477,494,701,390,832,471,398,266,179,481,31,17,14,0,27,16,11,0,1194,623,-26,4,1,3,0,-8,0.176470588,-1,0,0.071428571,97,3.129032258,5.290322581,107,0,-2,-58,-1.64516129,2.774193548,10,2,48,-1.064516129,5.096774194,1,1.903225806,86,17,0,1,0.322580645,-0.258064516,-33,3.451612903,-1.774193548,-0.064516129,1.548387097,1.483870968,1,164,-0.580645161,-3,1,0,-0.071428571,3,-55,0.064516129,0.548387097,-51,2,-0.176470588,46,158,65,59,-5.96,-1.870967742,-18,0,2.096774194,2017
0,1,2,86.625,32.75,62.71875,7.9375,20.09375,13.1875,16.75,11.75,27.5,23.34375,12.125,10.25,4.9375,12,1,1,1,0,65.625,32.8125,0,0,0,0,0,74.81818182,27.42424242,60.81818182,5.212121212,15.15151515,14.75757576,20.51515152,14.45454545,22.6969697,14.78787879,13.09090909,8.606060606,3.848484848,19,0.878787879,0.923076923,0.85,0.5,38.90909091,20.48484848,-1.03030303,0.121212121,0.076923077,0.15,0.5,111.43,94.69,2772,1048,2007,254,643,422,536,376,880,747,388,328,158,384,32,16,16,0,32,16,16,0,2100,1050,0,0,0,0,0,2469,905,2007,172,500,487,677,477,749,488,432,284,127,627,33,13,20,2,29,12,17,1,1284,676,-34,4,1,3,1,143,-0.076923077,-3,-0.5,0.15,374,12.32765152,1.900568182,303,-1,3,31,-3.765151515,-2.704545455,82,-1,-44,-1.570075758,26.71590909,-0.5,-7,-101,259,-4,-1,2.725378788,4.942234848,-65,11.80681818,4.803030303,0.121212121,-0.965909091,1.643939394,-2,0,1.03030303,4,-1,-1,-0.15,-1,131,-0.121212121,8.555871212,-141,-4,0.076923077,44,816,143,-243,16.74,1.089015152,34,3,5.325757576,2017
1,1,2,76.22580645,27.58064516,58.64516129,5.129032258,15.38709677,15.93548387,22.61290323,12.58064516,26.83870968,15.19354839,12.83870968,8.580645161,5.774193548,15.51612903,0.870967742,0.941176471,0.785714286,0,38.51612903,20.09677419,-0.838709677,0.129032258,0.058823529,0.214285714,0,72.06060606,26.81818182,59.90909091,5.96969697,16.96969697,12.45454545,18.12121212,13.51515152,27.96969697,14.93939394,13.81818182,7.242424242,5.515151515,14.33333333,0.848484848,0.823529412,0.875,0,33.15151515,17.42424242,-0.848484848,0.151515152,0.176470588,0.125,1,100.32,95.07,2363,855,1818,159,477,494,701,390,832,471,398,266,179,481,31,17,14,0,27,16,11,0,1194,623,-26,4,1,3,0,2378,885,1977,197,560,411,598,446,923,493,456,239,182,473,33,17,16,1,28,14,14,0,1094,575,-28,5,3,2,1,-83,-0.117647059,1,0,-0.089285714,48,2.672531769,-1.263929619,-15,-2,-1,-3,4.491691105,-0.934506354,-38,-1,-58,3.480938416,5.364613881,-1,1.182795699,-56,-22,-2,-1,-0.840664712,-1.582600196,83,4.165200391,-1.130987292,0.022482893,-0.979472141,1.338220919,-1,-159,0.009775171,2,-3,0,0.089285714,-2,-91,-0.022482893,0.254154448,103,-1,0.117647059,27,100,-30,8,5.25,0.259042033,2,0,0.762463343,2017
0,2,1,74.81818182,27.42424242,60.81818182,5.212121212,15.15151515,14.75757576,20.51515152,14.45454545,22.6969697,14.78787879,13.09090909,8.606060606,3.848484848,19,0.878787879,0.923076923,0.85,0.5,38.90909091,20.48484848,-1.03030303,0.121212121,0.076923077,0.15,0.5,76.22580645,27.58064516,58.64516129,5.129032258,15.38709677,15.93548387,22.61290323,12.58064516,26.83870968,15.19354839,12.83870968,8.580645161,5.774193548,15.51612903,0.870967742,0.941176471,0.785714286,0,38.51612903,20.09677419,-0.838709677,0.129032258,0.058823529,0.214285714,0,94.69,100.32,2469,905,2007,172,500,487,677,477,749,488,432,284,127,627,33,13,20,2,29,12,17,1,1284,676,-34,4,1,3,1,2363,855,1818,159,477,494,701,390,832,471,398,266,179,481,31,17,14,0,27,16,11,0,1194,623,-26,4,1,3,0,23,0.018099548,0,0.5,0.064285714,53,0.388074291,2.173020528,106,2,2,-52,-2.097751711,1.873900293,13,1,34,-1.177908113,0.392961877,0.5,3.483870968,87,17,6,1,0.083088954,-0.235581623,-7,-1.407624633,-4.14173998,0.007820137,0.252199413,0.025415445,2,189,-0.191593353,-4,6,1,-0.064285714,0,-83,-0.007820137,-0.405669599,-24,0,-0.018099548,18,90,50,146,-5.63,-1.9257087,-8,-4,-0.156402737,2017
1,2,15,86.59375,33.71875,65.875,4.6875,12.40625,14.46875,19.96875,15,33.75,20.34375,13.28125,6.59375,6.5625,15.78125,0.96875,1,0.9375,0,61.375,31.125,-0.4375,0.03125,0,0.0625,0,67.03125,24.375,61.125,4.84375,17.4375,13.4375,19.5625,12.09375,23.5,13.0625,17.5,11.40625,3.78125,19.03125,0.59375,0.785714286,0.444444444,1,-0.1875,6.25,-6.34375,0.40625,0.214285714,0.555555556,0,105.29,60.58,2771,1079,2108,150,397,463,639,480,1080,651,425,211,210,505,32,16,16,0,31,16,15,0,1964,996,-14,1,0,1,0,2145,780,1956,155,558,430,626,387,752,418,560,365,121,609,32,14,18,2,19,11,8,2,-6,200,-203,13,3,10,0,-161,-0.214285714,-9,-1,0.493055556,796,24.875,4.75,626,0,12,89,0.40625,2.90625,-5,-13,-135,1.03125,61.5625,0,-3.25,93,233,-2,0,-0.15625,-5.03125,33,19.5625,10.25,0.375,-4.21875,-4.8125,-2,152,5.90625,5,7,-2,-0.493055556,-3,328,-0.375,7.28125,13,-12,0.214285714,-154,1970,299,-104,44.71,2.78125,189,2,9.34375,2018
1,5,12,82.81818182,30.03030303,68.57575758,12.06060606,33.45454545,10.6969697,14.54545455,13,26.81818182,20.42424242,13.87878788,8.272727273,2.575757576,17.12121212,0.787878788,0.789473684,0.785714286,0.5,25.09090909,15.36363636,-2.818181818,0.212121212,0.210526316,0.214285714,0.5,75.93333333,27.43333333,62.1,6.433333333,19,14.63333333,21.23333333,11.56666667,27,12.7,15.53333333,8.133333333,4.666666667,17.63333333,0.533333333,0.625,0.428571429,0.5,7.6,9.266666667,-5.466666667,0.466666667,0.375,0.571428571,0.5,89.76,85.7,2733,991,2263,398,1104,353,480,429,885,674,458,273,85,565,33,19,14,2,26,15,11,1,828,507,-93,7,4,3,1,2278,823,1863,193,570,439,637,347,810,381,466,244,140,529,30,16,14,2,16,10,6,1,228,278,-164,14,6,8,1,534,-0.164473684,-5,0,0.357142857,229,6.096969697,6.475757576,455,3,10,-55,-6.687878788,1.433333333,205,-7,-8,-3.936363636,17.49090909,0,-0.512121212,82,293,0,0,5.627272727,14.45454545,-86,6.884848485,-0.181818182,0.254545455,-1.654545455,0.139393939,0,400,2.648484848,5,5,0,-0.357142857,-2,75,-0.254545455,7.724242424,-157,-7,0.164473684,29,600,168,36,4.06,-2.090909091,71,3,2.596969697,2018
0,16,1,67.96666667,25.03333333,58.13333333,7.466666667,20.7,10.43333333,14.33333333,12.36666667,25.1,14.96666667,16.23333333,5.433333333,3.7,16.83333333,0.7,0.5625,0.857142857,0,11.6,9.033333333,-3.233333333,0.3,0.4375,0.142857143,0,76.58823529,29.02941176,60.52941176,6.382352941,16.67647059,12.14705882,16.14705882,12,26.26470588,16.61764706,13.97058824,8.205882353,3.441176471,17.44117647,0.941176471,0.941176471,0.941176471,1,39.29411765,20,-0.352941176,0.058823529,0.058823529,0.058823529,0,72.44,99.74,2039,751,1744,224,621,313,430,371,753,449,487,163,111,505,30,16,14,0,21,9,12,0,348,271,-97,9,7,2,0,2604,987,2058,217,567,413,549,408,893,565,475,279,117,593,34,17,17,1,32,16,16,1,1336,680,-12,2,1,1,0,54,0.378676471,1,-1,-0.084033613,-409,-10.96666667,-2.396078431,-565,-4,-11,-6,-1.81372549,0.366666667,7,15,12,-1.71372549,-27.69411765,0,-0.607843137,-37,-116,-3,0,1.084313725,4.023529412,-100,-8.621568627,-1.164705882,-0.241176471,2.262745098,-2.77254902,-1,-314,-2.880392157,-7,-4,-1,0.084033613,6,-140,0.241176471,-1.650980392,-119,7,-0.378676471,-116,-988,-236,-88,-27.3,0.258823529,-85,-1,-3.996078431,2018
0,9,8,73.62068966,26,60.75862069,7.75862069,20,13.86206897,19.17241379,12.24137931,31,14.27586207,13.31034483,4.724137931,4.275862069,15.96551724,0.793103448,0.8,0.785714286,0,24.48275862,14.27586207,-2.034482759,0.206896552,0.2,0.214285714,1,80.34375,30.59375,67.3125,6.625,21.0625,12.53125,17.65625,13.65625,24.84375,16,13.03125,9.96875,2.34375,17.625,0.71875,0.8125,0.625,0.333333333,20,13.0625,-3.0625,0.28125,0.1875,0.375,0.666666667,79.88,86.9,2135,754,1762,225,580,402,556,355,899,414,386,137,124,463,29,15,14,1,23,12,11,0,710,414,-59,6,3,3,1,2571,979,2154,212,674,401,565,437,795,512,417,319,75,564,32,16,16,3,23,13,10,1,640,418,-98,9,3,6,2,-94,0.0125,-3,-0.333333333,0.160714286,-4,1.213362069,-6.55387931,-436,-3,0,49,1.516163793,-1.41487069,13,1,-31,1.330818966,4.482758621,0.333333333,-1.659482759,-82,-98,-2,-1,1.13362069,-1.0625,1,-6.723060345,6.15625,0.074353448,0.279094828,-5.244612069,-2,-392,1.028017241,-1,1,-1,-0.160714286,0,104,-0.074353448,-1.724137931,-9,-3,-0.0125,-182,70,-225,-101,-7.02,1.932112069,39,-1,-4.59375,2018
1,5,12,80.34375,30.03125,65.625,6.46875,16.65625,13.8125,19.6875,15.59375,26.8125,17.0625,14.125,9.71875,4.21875,15.40625,0.78125,0.75,0.8125,0,32.5625,19.15625,-2.875,0.21875,0.25,0.1875,0,68,25.27586207,58.31034483,6.793103448,20.13793103,10.65517241,14.20689655,12.48275862,27.10344828,15.65517241,14.44827586,8.068965517,4.931034483,15.75862069,0.827586207,0.833333333,0.823529412,0,27.31034483,15.79310345,-2.137931034,0.172413793,0.166666667,0.176470588,0,90.6,80.84,2571,961,2100,207,533,442,630,499,858,546,452,311,135,493,32,16,16,0,25,12,13,0,1042,613,-92,7,4,3,0,1972,733,1691,197,584,309,412,362,786,454,419,234,143,457,29,12,17,0,24,10,14,0,792,458,-62,5,2,3,0,-51,0.083333333,0,0,-0.011029412,155,3.363146552,7.314655172,599,3,1,-8,5.480603448,3.110991379,10,-7,33,3.157327586,5.252155172,0,-0.35237069,137,92,-1,0,-0.324353448,-3.481681034,133,12.34375,-0.290948276,-0.046336207,-0.323275862,1.649784483,0,409,-0.737068966,2,-1,0,0.011029412,2,72,0.046336207,1.407327586,218,2,-0.083333333,77,250,228,36,9.76,-0.712284483,-30,4,4.755387931,2018
1,7,10,75.48387097,27.80645161,58.87096774,6.709677419,16.70967742,13.16129032,17.16129032,12.25806452,27.48387097,15.32258065,16.32258065,6.741935484,3.612903226,15.4516129,0.709677419,0.777777778,0.615384615,0.333333333,26.96774194,16.35483871,-2.870967742,0.290322581,0.222222222,0.384615385,0.666666667,70.5,25.1875,56.3125,7.625,21.375,12.5,15.65625,8,23.6875,15.25,13.65625,8.4375,3.3125,14.9375,0.8125,0.857142857,0.777777778,1,13.9375,8.90625,-1.9375,0.1875,0.142857143,0.222222222,0,86.86,76.66,2340,862,1825,208,518,408,532,380,852,475,506,209,112,479,31,18,13,3,22,14,8,1,836,507,-89,9,4,5,2,2256,806,1802,244,684,400,501,256,758,488,437,270,106,478,32,14,18,2,26,12,14,2,446,285,-62,6,2,4,0,-166,0.079365079,1,-0.666666667,-0.162393162,222,7.44858871,2.558467742,84,-1,-4,6,1.505040323,4.258064516,-36,-3,69,0.661290323,13.03024194,0.666666667,0.514112903,124,-13,-5,2,-0.915322581,-4.665322581,8,4.983870968,3.796370968,-0.102822581,2.666330645,-1.695564516,1,23,-0.933467742,2,-6,-1,0.162393162,2,94,0.102822581,0.072580645,31,3,-0.079365079,-61,390,56,1,10.2,0.300403226,-27,4,2.618951613,2018
1,10,7,85.19354839,30.38709677,70.29032258,8.870967742,24.19354839,15.5483871,20.80645161,15.48387097,28.09677419,16.41935484,12.70967742,8.774193548,3.193548387,16.80645161,0.741935484,0.8125,0.666666667,0,22.58064516,13.25806452,-1.967741935,0.258064516,0.1875,0.333333333,1,65.21875,24.84375,55.8125,5.375,17.375,10.15625,15.65625,11.875,26.9375,14.71875,12.53125,8.9375,2.53125,15.5,0.90625,0.928571429,0.888888889,0,38.25,20.375,-1.25,0.09375,0.071428571,0.111111111,0,83.88,88.23,2641,942,2179,275,750,482,645,480,871,509,394,272,99,521,31,16,15,1,23,13,10,0,700,411,-61,8,3,5,1,2087,795,1786,172,556,325,501,380,862,471,401,286,81,496,32,14,18,0,29,13,16,0,1224,652,-40,3,1,2,0,194,0.116071429,3,0,-0.222222222,-241,-7.116935484,14.47782258,554,-1,-6,18,5.150201613,3.608870968,103,3,-7,5.392137097,-15.66935484,1,1.306451613,100,38,-3,1,3.495967742,6.818548387,157,19.97479839,1.159274194,-0.164314516,0.178427419,-0.163306452,1,393,-0.717741935,0,-6,0,0.222222222,2,9,0.164314516,1.700604839,144,5,-0.116071429,-14,-524,147,25,-4.35,0.662298387,-21,2,5.543346774,2018
0,13,4,71.29032258,26.06451613,58.77419355,4.870967742,15.74193548,14.29032258,21.4516129,12.96774194,28.93548387,15.64516129,17.77419355,9.612903226,4.129032258,17.58064516,0.774193548,0.923076923,0.666666667,0,27.74193548,15.58064516,-1.709677419,0.225806452,0.076923077,0.333333333,0,67,23.3125,58.53125,5.96875,19.53125,14.40625,21.6875,14.0625,28.53125,13.5,14.53125,6.5,4.3125,15.09375,0.75,0.777777778,0.714285714,0,19.1875,11.8125,-2.21875,0.25,0.222222222,0.285714286,0,79.75,87.57,2210,808,1822,151,488,443,665,402,897,485,551,298,128,545,31,13,18,0,24,12,12,0,860,483,-53,7,1,6,0,2144,746,1873,191,625,461,694,450,913,432,465,208,138,483,32,18,14,0,24,14,10,0,614,378,-71,8,4,4,0,-137,-0.145299145,2,0,-0.047619048,105,3.768145161,0.242943548,66,-1,0,-10,-0.235887097,-1.094758065,-40,9,86,-0.115927419,8.554435484,0,2.486895161,-48,53,4,0,-1.097782258,-3.789314516,-18,4.290322581,0.404233871,0.024193548,3.242943548,3.112903226,0,-51,0.509072581,-2,2,0,0.047619048,-3,-16,-0.024193548,2.14516129,-29,-1,0.145299145,90,246,62,62,-7.82,-0.183467742,18,-5,2.752016129,2018
0,16,1,64.63636364,23.15151515,58.21212121,5.03030303,19,13.3030303,19.06060606,14.54545455,29.51515152,15.75757576,17.24242424,5.484848485,4.757575758,14.48484848,0.545454545,0.5625,0.529411765,1,1.636363636,5.696969697,-4.878787879,0.454545455,0.4375,0.470588235,0,84.71875,32.78125,65.03125,4.75,13.15625,14.40625,19.375,13.90625,27.9375,18.84375,14.46875,8.53125,3.375,12.65625,0.90625,0.928571429,0.888888889,1,37.125,19.9375,-1.375,0.09375,0.071428571,0.111111111,0,66.59,101.01,2133,764,1921,166,627,439,629,480,974,520,569,181,157,478,33,16,17,1,18,9,9,1,54,188,-161,15,7,8,0,2711,1049,2081,152,421,461,620,445,894,603,463,273,108,405,32,14,18,1,29,13,16,1,1188,638,-44,3,1,2,0,206,0.366071429,6,0,-0.359477124,-450,-14.2405303,-6.819128788,-578,1,-11,49,-0.314393939,0.639204545,14,15,106,-1.103219697,-35.48863636,0,1.828598485,35,-83,-1,0,0.28030303,5.84375,-22,-20.08238636,1.577651515,-0.360795455,2.773674242,-3.046401515,0,-160,-3.503787879,-4,-7,0,0.359477124,6,80,0.360795455,-3.086174242,9,12,-0.366071429,-92,-1134,-285,73,-34.42,1.382575758,-117,2,-9.629734848,2018
1,2,15,81.94117647,30.20588235,60.70588235,8.970588235,22.11764706,12.55882353,16.58823529,11.76470588,26.38235294,19.02941176,13.08823529,7.558823529,4.088235294,14.61764706,0.882352941,0.941176471,0.823529412,0.666666667,37.64705882,20.08823529,-1.264705882,0.117647059,0.058823529,0.176470588,0.333333333,68.90625,25.6875,63.46875,6.125,18.84375,11.40625,15.75,12.6875,27.84375,13.90625,13.5625,7.09375,2.71875,17.25,0.5625,0.533333333,0.588235294,0,1.9375,5.4375,-4.46875,0.4375,0.466666667,0.411764706,1,97.76,65.92,2786,1027,2064,305,752,427,564,400,897,647,445,257,139,497,34,17,17,3,30,16,14,2,1280,683,-43,4,1,3,1,2205,822,2031,196,603,365,504,406,891,445,434,227,87,552,32,15,17,2,18,8,10,0,62,174,-143,14,7,7,2,149,-0.407843137,-4,0.666666667,0.235294118,509,14.65073529,-2.762867647,581,2,12,52,0.838235294,-0.922794118,109,-13,11,1.152573529,35.70955882,-0.666666667,-2.632352941,-6,202,0,-1,2.845588235,3.273897059,62,13.03492647,-1.461397059,0.319852941,-0.474264706,0.465073529,1,33,3.204044118,8,4,2,-0.235294118,-6,6,-0.319852941,5.123161765,60,-10,0.407843137,30,1218,205,-55,31.84,1.369485294,100,2,4.518382353,2018
1,6,11,73.56666667,28.4,58.33333333,8.466666667,20.86666667,8.3,11.93333333,11.7,30.73333333,19.26666667,14.2,4.066666667,6.166666667,12.23333333,0.766666667,0.823529412,0.692307692,1,31,17.9,-2.4,0.233333333,0.176470588,0.307692308,0,75.4516129,27.22580645,63.29032258,5.483870968,15.87096774,15.51612903,20.16129032,16.32258065,21.70967742,12.70967742,11.16129032,10.12903226,3.903225806,16.83870968,0.741935484,0.909090909,0.65,0,25.22580645,15.12903226,-2.516129032,0.258064516,0.090909091,0.35,1,90.25,79.3,2207,852,1750,254,626,249,358,351,922,578,426,122,185,367,30,17,13,3,23,14,9,3,930,537,-72,7,3,4,0,2339,844,1962,170,492,481,625,506,673,394,346,314,121,522,31,11,20,1,23,10,13,0,782,469,-78,8,1,7,1,134,0.085561497,-3,1,0.042307692,68,2.770967742,-4.956989247,-132,-1,0,64,-8.227956989,-4.622580645,84,-5,80,-7.216129032,5.774193548,-1,-4.605376344,-155,184,-7,-1,2.982795699,4.995698925,-232,-1.884946237,9.023655914,0.024731183,3.038709677,-6.062365591,2,-212,0.116129032,4,-4,3,-0.042307692,2,249,-0.024731183,6.556989247,-267,-1,-0.085561497,-192,148,8,-155,10.95,2.26344086,6,6,1.174193548,2018
